zip_code,Geographic_Area,Geographic_Length,Population,Income,Median_Income,Age,Female_Population,Female_Population_Pct,Male_Population,Male_Population_Pct,Total_Household_Types,Young_Adult_Maintainers,Young_Adult_Maintainers_Pct,Middle_Age_Maintainers,Middle_Age_Maintainers_Pct,Mature_Maintainers,Mature_Maintainers_Pct,Senior_Maintainers,Senior_Maintainers_Pct,Homeownership,Homeownership_Pct,Rental_Units,Rental_Units_Pct,Band_Housing,Band_Housing_Pct,Households,African_American_Population,African_American_Population_Pct,Asian_Population,Asian_Population_Pct,Latin_American_Population,Latin_American_Population_Pct,Arab_Population,Arab_Population_Pct,Filipino_Population,Filipino_Population_Pct,South_Asian_Population,South_Asian_Population_Pct,Southeast_Asian_Population,Southeast_Asian_Population_Pct,Japanese_Population,Japanese_Population_Pct,Korean_Population,Korean_Population_Pct,West_Asian_Population,West_Asian_Population_Pct,Total_Minority_Population,Total_Minority_Population_Pct,Labor_Participation_Rate,Employment_Rate,Unemployment_Rate,Condo_Units,Condo_Ownership_Pct,Non_Condo_Units,Non_Condo_Pct,Total_Condo_Status_Households,Single_Detached_Houses,Single_Detached_House_Pct,Semi_Detached_Houses,Semi_Detached_House_Pct,Row_Houses,Row_House_Pct,Large_Apartments,Large_Apartment_Pct,Small_Apartments,Small_Apartment_Pct,Movable_Dwellings,Movable_Dwelling_Pct,Other_Single_Attached_Houses,Other_Attached_House_Pct,Duplex_Apartments,Duplex_Apt_Pct,Old_Housing_Pct,Housing_1961_1980_Pct,Housing_1981_1990_Pct,Housing_1991_2000_Pct,Housing_2001_2005_Pct,Housing_2006_2010_Pct,Housing_2011_2016_Pct,Housing_2016_2021_Pct,Old_Housing,Housing_1961_1980,Housing_1981_1990,Housing_1991_2000,Housing_2001_2005,Housing_2006_2010,Housing_2011_2016,Housing_2016_2021,Recent_Population_Change,Recent_Income_Change,Prior_Year_Population_Change,Prior_Year_Income_Change,Two_Year_Prior_Population_Change,Next_Year_Population_Change_Projection,Next_Year_Income_Change_Projection,Two_Year_Population_Change_Projection,Two_Year_Income_Change_Projection,Three_Year_Population_Change_Projection,Three_Year_Income_Change_Projection,Married_Population,Married_Population_Pct,Single_Population,Single_Population_Pct,Divorced_Population,Divorced_Population_Pct,Separated_Population,Separated_Population_Pct,Widowed_Population,Widowed_Population_Pct,Common_Law_Population,Common_Law_Population_Pct,Combined_Married_Population,Combined_Married_Population_Pct,Not_Married_Population,Not_Married_Population_Pct,Property_Tax_Total,Avg_Property_Tax,Mortgage_Payments_Total,Avg_Mortgage_Payment,Condo_Fees_Total,Avg_Condo_Fees,Total_Income,Current_Year_Total_Income,Discretionary_Income,Disposable_Income,Financial_Services_Total,Avg_Financial_Services,Bank_Service_Charges_Total,Avg_Bank_Service_Charges,Mortgage_Applications,Mortgage_Approvals,latitude,longitude
T9G,40318668.0,29328.0,6989.0,341064425.85,126699.68,52.3,3419.0,49.54,3482.0,50.46,193694813.63,382.0,14.19,526.0,19.54,529.0,19.65,502.0,18.65,2064.0,76.67,628.0,23.33,0.0,0.0,2692.0,60.0,0.87,31.0,0.45,0.0,0.0,51.0,0.74,123.0,1.78,45.0,0.65,0.0,0.0,31.0,0.45,0.0,0.0,0.0,0.0,393.0,5.69,65.5,91.5,8.5,292.0,10.85,2400.0,89.15,2692.0,184.0,6.84,142.0,5.27,0.0,0.0,409750.08,152.21,260.0,9.66,0.0,0.0,0.0,0.0,91.0,3.65,4.21,0.28,12.42,34.25,8.41,15.02,16.23,5.81,105.0,7.0,310.0,855.0,210.0,375.0,405.0,145.0,0.8,-0.1,1.6,3.6,1.1,1.1,2.5,1.3,3.5,2.4,3.3,2912.0,51.6,1350.0,23.92,404.0,7.16,171.0,3.03,270.0,4.78,536.0,9.5,3448.0,61.1,2195.0,38.9,5418133.82,2012.68,19779148.64,7347.38,384147.16,142.7,2692.0,341075466.78,269192617.16,108494.39,1749776.03,649.99,2098.0,77.93,9.0,1.0,3.758368837492392,2.991479001825928
T9H,81542266104.0,1836774.48423042,27003.0,2104994800.19,204905.71,46.1,12440.0,46.35,14397.0,53.65,1214909386.7,1654.0,16.1,2933.0,28.55,2212.0,21.53,2108.0,20.52,6263.0,60.97,4010.0,39.03,0.0,0.0,10273.0,2682.0,9.99,244.0,0.91,199.0,0.74,645.0,2.4,3377.0,12.58,933.0,3.48,141.0,0.53,40.0,0.15,76.0,0.28,81.0,0.3,8687.0,32.37,76.2,93.3,6.7,3641.0,35.44,6632.0,64.56,10273.0,511.0,4.97,1241.0,12.08,0.0,0.0,4678773.26,455.44,2795.0,27.21,735.0,7.15,1119.0,10.89,875.0,8.98,6.32,0.97,3.01,39.17,11.86,12.03,11.03,7.6,616.0,94.0,293.0,3815.0,1155.0,1172.0,1074.0,740.0,0.4,0.6,0.9,4.2,1.0,0.3,2.7,0.4,3.7,0.5,3.6,10126.0,46.67,5913.0,27.25,1394.0,6.43,773.0,3.56,472.0,2.18,3018.0,13.91,13144.0,60.58,8553.0,39.42,14794525.81,1440.14,91399447.77,8897.06,4906019.12,477.56,10273.0,2107088552.7,1555932076.12,194909.93,15612278.71,1519.74,3768.0,36.68,81.0,3.0,9.756542909312234,9.56177723676202
T9J,17172766.0,28612.1689732199,4546.0,316810916.1,191421.24,41.5,2132.0,46.9,2414.0,53.1,176354712.51,432.0,26.1,473.0,28.58,401.0,24.23,175.0,10.57,1110.0,67.07,545.0,32.93,0.0,0.0,1655.0,125.0,2.75,37.0,0.81,40.0,0.88,78.0,1.72,418.0,9.19,38.0,0.84,38.0,0.84,0.0,0.0,0.0,0.0,15.0,0.33,820.0,18.04,79.5,92.7,7.3,668.0,40.36,987.0,59.64,1655.0,105.0,6.34,385.0,23.26,0.0,0.0,716385.09,432.86,548.0,33.11,0.0,0.0,0.0,0.0,801.0,58.09,1.6,2.83,0.0,12.47,6.31,3.48,14.29,3.77,22.0,39.0,0.0,172.0,87.0,48.0,197.0,52.0,4.6,0.0,5.8,4.0,6.1,1.8,2.3,1.8,3.4,1.9,3.4,1594.0,44.5,923.0,25.77,162.0,4.52,104.0,2.9,43.0,1.2,756.0,21.11,2350.0,65.61,1232.0,34.39,2297925.23,1388.47,16629715.96,10048.17,527148.79,318.52,1655.0,316803143.29,230186304.42,198503.37,2188538.87,1322.38,569.0,34.38,19.0,1.0,2.115033475349969,2.8849665246500305
T9K,134395560.0,58656.0,43465.0,3493144525.16,234627.78,42.9,20763.0,47.77,22702.0,52.23,1910045382.89,2723.0,18.29,5243.0,35.22,3531.0,23.72,2056.0,13.81,10545.0,70.83,4343.0,29.17,0.0,0.0,14888.0,2549.0,5.86,514.0,1.18,462.0,1.06,611.0,1.41,2918.0,6.71,4243.0,9.76,271.0,0.62,0.0,0.0,29.0,0.07,149.0,0.34,12104.0,27.85,78.2,94.7,5.3,3214.0,21.59,11675.0,78.42,14888.0,647.0,4.35,1237.0,8.31,0.0,0.0,7485893.69,502.81,2720.0,18.27,177.0,1.19,1448.0,9.73,819.0,5.76,19.12,2.41,0.28,6.58,10.47,11.39,17.28,29.12,2718.0,343.0,40.0,935.0,1489.0,1619.0,2457.0,4140.0,0.2,0.3,0.9,4.0,0.9,0.6,2.7,0.7,3.8,0.8,3.7,17601.0,52.72,8148.0,24.41,1556.0,4.66,909.0,2.72,472.0,1.41,4696.0,14.07,22297.0,66.79,11086.0,33.21,27535545.51,1849.51,191988773.93,12895.54,4307168.36,289.3,14888.0,3491185618.15,2500765902.11,228684.71,25724805.66,1727.89,8283.0,55.64,149.0,8.0,5.654290931223372,5.009129640900792
T9M,1461178394.0,371935.137426064,19240.0,909219889.41,120955.58,43.2,9076.0,48.05,9814.0,51.95,507903922.04,1747.0,23.24,1833.0,24.38,1164.0,15.48,1153.0,15.34,4850.0,64.52,2542.0,33.82,125.0,1.66,7517.0,243.0,1.29,64.0,0.34,149.0,0.79,190.0,1.01,910.0,4.82,282.0,1.49,62.0,0.33,33.0,0.17,25.0,0.13,0.0,0.0,2025.0,10.72,73.0,93.2,6.8,632.0,8.41,6760.0,89.93,7517.0,707.0,9.41,300.0,3.99,0.0,0.0,2357778.02,313.66,967.0,12.86,0.0,0.0,341.0,4.54,416.0,6.05,15.88,0.64,9.25,20.37,14.6,11.79,9.61,12.49,1092.0,44.0,636.0,1401.0,1004.0,811.0,661.0,859.0,1.4,0.3,1.3,4.2,1.6,0.0,2.3,0.2,3.4,0.2,3.3,7370.0,49.68,3738.0,25.2,756.0,5.1,436.0,2.94,469.0,3.16,2066.0,13.93,9436.0,63.61,5399.0,36.39,10156916.94,1351.19,55165750.75,7338.8,1275733.35,169.71,7517.0,909481625.13,705913107.52,102037.67,7062820.19,939.58,5151.0,68.52,60.0,3.0,8.241022519780888,8.581862446743761
T9N,969887958.0,197248.16897322,11290.0,435806380.1,106241.34,48.8,5408.0,48.79,5677.0,51.21,245072796.01,613.0,14.94,1010.0,24.62,639.0,15.58,734.0,17.89,2639.0,64.33,1273.0,31.03,190.0,4.63,4102.0,129.0,1.16,9.0,0.08,78.0,0.7,84.0,0.76,492.0,4.44,215.0,1.94,0.0,0.0,0.0,0.0,25.0,0.23,0.0,0.0,1064.0,9.6,68.2,90.8,9.2,239.0,5.83,3674.0,89.57,4102.0,114.0,2.78,17.0,0.41,0.0,0.0,1169398.86,285.08,616.0,15.02,0.0,0.0,221.0,5.39,244.0,5.91,13.95,2.52,8.36,28.05,14.65,13.18,7.19,8.69,576.0,104.0,345.0,1158.0,605.0,544.0,297.0,359.0,-0.5,-0.3,0.0,3.6,-0.2,0.0,1.9,0.0,3.0,0.1,2.9,4273.0,48.66,2469.0,28.11,521.0,5.93,233.0,2.65,365.0,4.16,921.0,10.49,5194.0,59.14,3588.0,40.86,5121591.17,1248.56,24307743.82,5925.83,831673.06,202.75,4102.0,432738863.13,340736774.03,85486.2,3655974.07,891.27,3016.0,73.53,18.0,0.0,7.827145465611686,7.547169811320755
T9S,6530130932.0,457170.276029103,7240.0,283865602.98,101600.01,56.1,3459.0,49.64,3508.0,50.34,166182400.3,272.0,9.74,420.0,15.03,565.0,20.22,522.0,18.68,2164.0,77.45,630.0,22.55,0.0,0.0,2794.0,100.0,1.44,60.0,0.86,8.0,0.11,0.0,0.0,142.0,2.04,96.0,1.38,0.0,0.0,56.0,0.8,0.0,0.0,0.0,0.0,486.0,6.97,63.4,92.3,7.7,186.0,6.66,2608.0,93.34,2794.0,116.0,4.15,54.0,1.93,0.0,0.0,573428.23,205.24,177.0,6.34,0.0,0.0,148.0,5.3,67.0,2.32,7.78,0.76,11.41,22.89,15.63,20.44,7.78,11.72,225.0,22.0,330.0,662.0,452.0,591.0,225.0,339.0,-2.0,-0.1,-1.3,3.5,-1.3,-1.1,2.1,-1.1,3.1,-0.5,3.1,3055.0,51.81,1353.0,22.95,413.0,7.0,155.0,2.63,419.0,7.11,501.0,8.5,3556.0,60.31,2340.0,39.69,3486070.06,1247.7,11150935.01,3991.03,143568.04,51.38,2794.0,285085659.09,225009190.57,80392.26,2157888.06,772.33,2282.0,81.68,9.0,0.0,9.105295191722458,8.800973828362752
T9V,531609104.0,114868.0,21457.0,998828513.9,117529.16,48.1,10443.0,49.85,10508.0,50.16,546517910.43,1309.0,15.4,1945.0,22.89,1585.0,18.65,1493.0,17.57,6015.0,70.77,2484.0,29.23,0.0,0.0,8499.0,325.0,1.55,123.0,0.59,93.0,0.44,80.0,0.38,1291.0,6.16,801.0,3.82,93.0,0.44,75.0,0.36,102.0,0.49,109.0,0.52,3190.0,15.23,72.4,93.5,6.5,1126.0,13.25,7373.0,86.75,8499.0,234.0,2.75,353.0,4.15,0.0,0.0,1354135.79,159.33,1785.0,21.0,41.0,0.48,228.0,2.68,325.0,4.26,14.39,0.84,7.95,25.15,12.42,12.61,11.91,11.32,1099.0,64.0,607.0,1920.0,948.0,963.0,909.0,864.0,1.2,0.2,1.7,4.0,1.7,0.5,2.3,0.7,3.4,0.5,3.3,8643.0,51.79,4502.0,26.98,928.0,5.56,470.0,2.82,784.0,4.7,1363.0,8.17,10006.0,59.96,6684.0,40.05,15999185.98,1882.48,61627746.65,7251.18,1297297.38,152.64,8499.0,998883251.09,770547815.21,94769.69,6497289.09,764.48,5795.0,68.18,28.0,1.0,7.291539866098599,6.573341448569689
T9W,2118223354.0,320480.092955549,7836.0,308243143.16,97670.93,48.0,3659.0,49.04,3804.0,50.98,173602375.13,508.0,16.1,725.0,22.97,523.0,16.57,573.0,18.16,2213.0,70.12,943.0,29.88,0.0,0.0,3156.0,29.0,0.39,85.0,1.14,68.0,0.91,0.0,0.0,477.0,6.39,166.0,2.22,50.0,0.67,1.0,0.01,134.0,1.8,0.0,0.0,1090.0,14.61,74.3,95.0,5.0,289.0,9.16,2867.0,90.84,3156.0,236.0,7.48,228.0,7.22,4.0,0.13,505409.76,160.14,258.0,8.17,0.0,0.0,158.0,5.01,167.0,5.6,6.74,4.63,17.78,28.38,13.22,12.85,6.11,9.39,201.0,138.0,530.0,846.0,394.0,383.0,182.0,280.0,0.8,0.6,0.6,4.5,0.6,0.5,2.5,0.4,3.4,0.0,3.4,2987.0,49.21,1538.0,25.34,360.0,5.93,187.0,3.08,365.0,6.01,633.0,10.43,3621.0,59.65,2449.0,40.35,4611591.37,1461.21,17982288.09,5697.81,316166.46,100.18,3156.0,308805804.68,245143272.89,82724.01,1958849.49,620.67,2120.0,67.17,13.0,0.0,8.49056603773585,8.411442483262325
T9X,2247392420.0,249288.0,4155.0,150177975.69,86457.42,56.1,2033.0,50.9,1961.0,49.1,86702402.64,237.0,13.64,240.0,13.82,275.0,15.83,312.0,17.96,1343.0,77.32,394.0,22.68,0.0,0.0,1737.0,0.0,0.0,34.0,0.85,84.0,2.1,51.0,1.28,192.0,4.81,94.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,11.39,69.2,93.9,6.1,115.0,6.62,1622.0,93.38,1737.0,14.0,0.81,62.0,3.57,0.0,0.0,245030.02,141.07,161.0,9.27,0.0,0.0,81.0,4.66,46.0,2.74,5.72,2.98,21.28,32.96,18.18,8.34,5.42,5.36,96.0,50.0,357.0,553.0,305.0,140.0,91.0,90.0,-0.3,0.3,1.1,4.1,0.6,0.2,2.5,0.1,3.4,0.5,3.5,1606.0,48.59,846.0,25.6,224.0,6.78,79.0,2.39,257.0,7.78,293.0,8.87,1899.0,57.46,1406.0,42.54,2716842.7,1564.1,8498157.25,4892.43,197716.07,113.83,1737.0,150176015.79,121255628.17,71917.08,1020834.32,587.7,1370.0,78.87,7.0,1.0,8.557516737674986,8.015824710894705
V0A,54035974824.0,1961220.4597454,18129.0,863359314.14,113405.64,56.0,8748.0,49.34,8981.0,50.66,494209248.67,886.0,11.64,1351.0,17.75,1280.0,16.81,1481.0,19.45,5763.0,75.7,1839.0,24.16,11.0,0.14,7613.0,14.0,0.08,74.0,0.42,34.0,0.19,0.0,0.0,421.0,2.37,392.0,2.21,57.0,0.32,45.0,0.25,0.0,0.0,0.0,0.0,1043.0,5.88,62.0,92.1,7.9,1184.0,15.55,6418.0,84.3,7613.0,356.0,4.68,554.0,7.28,15.0,0.2,1638515.63,215.23,1009.0,13.25,9.0,0.12,615.0,8.08,429.0,6.09,5.17,3.07,9.68,31.42,12.67,17.13,7.89,9.93,364.0,216.0,682.0,2214.0,893.0,1207.0,556.0,700.0,2.5,0.8,3.7,4.5,2.9,2.5,2.5,2.3,3.6,1.2,3.7,6916.0,45.33,3473.0,22.76,1085.0,7.11,474.0,3.11,955.0,6.26,2354.0,15.43,9270.0,60.76,5987.0,39.24,9619217.98,1263.53,44960326.59,5905.73,893231.18,117.33,7613.0,863250725.07,689049809.75,95598.16,7494090.03,984.38,4829.0,63.43,32.0,1.0,9.66524650030432,9.610468654899574
V0B,48121076900.0,2131828.96984938,41815.0,2016225212.11,114486.12,58.5,20158.0,49.07,20925.0,50.93,1176884782.44,2034.0,11.55,2704.0,15.35,2648.0,15.04,3323.0,18.87,13973.0,79.34,3538.0,20.09,100.0,0.57,17611.0,193.0,0.47,256.0,0.62,159.0,0.39,0.0,0.0,203.0,0.49,537.0,1.31,41.0,0.1,173.0,0.42,51.0,0.12,12.0,0.03,1633.0,3.97,57.4,91.4,8.6,1382.0,7.85,16129.0,91.58,17611.0,425.0,2.41,724.0,4.11,70.0,0.4,3556369.67,201.94,1391.0,7.9,0.0,0.0,1353.0,7.68,694.0,4.18,5.47,1.51,15.47,34.94,13.34,13.93,5.09,7.59,908.0,250.0,2569.0,5802.0,2216.0,2314.0,845.0,1260.0,1.5,0.8,2.8,4.6,1.9,1.4,2.7,1.2,3.7,0.8,3.7,17245.0,48.96,7775.0,22.07,2549.0,7.24,1122.0,3.19,2236.0,6.35,4296.0,12.2,21541.0,61.16,13682.0,38.84,20467394.06,1162.19,89644313.55,5090.25,1015415.8,57.66,17611.0,2015397871.19,1606753777.99,91444.63,17595364.74,999.11,13379.0,75.97,85.0,3.0,9.634814363968353,9.634814363968353
V0C,1185340466804.0,8142620.28693796,29223.0,1580812354.2,139935.14,51.0,13507.0,47.53,14909.0,52.47,940462258.24,1500.0,13.28,2424.0,21.46,1908.0,16.89,2238.0,19.81,8099.0,71.69,2511.0,22.23,686.0,6.07,11297.0,165.0,0.58,270.0,0.95,70.0,0.25,0.0,0.0,451.0,1.59,108.0,0.38,19.0,0.07,78.0,0.27,31.0,0.11,0.0,0.0,1193.0,4.2,62.6,89.4,10.6,408.0,3.61,10203.0,90.32,11297.0,123.0,1.09,412.0,3.65,19.0,0.17,2985581.42,264.28,601.0,5.32,0.0,0.0,2158.0,19.1,310.0,2.97,6.53,0.43,5.46,32.29,21.9,17.06,6.99,6.8,682.0,45.0,571.0,3375.0,2289.0,1783.0,731.0,711.0,-0.9,0.1,0.4,3.9,-0.5,-0.5,2.3,-0.7,3.4,-0.6,3.4,11065.0,49.05,5525.0,24.49,1294.0,5.74,745.0,3.3,1046.0,4.64,2887.0,12.8,13951.0,61.84,8609.0,38.16,13356065.03,1182.27,61432198.39,5437.92,535770.67,47.43,11297.0,1579397448.08,1241872488.97,120741.02,15593836.46,1380.35,7935.0,70.24,38.0,0.0,9.951308581862447,9.920876445526476
V0E,128183498560.0,3667781.36901426,77920.0,3106819293.38,103391.22,60.2,37828.0,49.15,39139.0,50.85,1807179974.5,2866.0,9.54,4252.0,14.15,4229.0,14.07,6406.0,21.32,24438.0,81.33,5279.0,17.57,332.0,1.1,30049.0,243.0,0.32,252.0,0.33,223.0,0.29,50.0,0.06,395.0,0.51,731.0,0.95,150.0,0.19,422.0,0.55,176.0,0.23,55.0,0.07,2754.0,3.58,53.2,91.9,8.1,1731.0,5.76,27986.0,93.13,30049.0,939.0,3.12,1021.0,3.4,131.0,0.44,6328757.27,210.61,1584.0,5.27,45.0,0.15,2472.0,8.23,1810.0,5.95,3.95,1.8,11.85,32.67,12.51,19.48,5.25,8.34,1201.0,548.0,3602.0,9936.0,3803.0,5924.0,1596.0,2536.0,0.9,0.8,2.9,4.5,1.8,2.4,2.8,1.9,3.8,1.4,3.8,32186.0,48.65,13951.0,21.09,5363.0,8.11,2116.0,3.2,4477.0,6.77,8059.0,12.18,40245.0,60.84,25907.0,39.16,37227803.4,1238.9,173120815.34,5761.28,6041463.87,201.05,30049.0,3107713512.71,2524242657.59,83738.73,29852561.45,993.46,23308.0,77.57,128.0,3.0,9.835666463785758,9.799147900182591
V0G,39319661004.0,2041963.93165573,25451.0,1157588949.14,104261.64,58.2,12320.0,48.87,12891.0,51.13,679582852.57,1018.0,9.17,1674.0,15.08,1990.0,17.92,2172.0,19.56,9194.0,82.81,1909.0,17.19,0.0,0.0,11103.0,83.0,0.33,152.0,0.6,53.0,0.21,0.0,0.0,100.0,0.4,111.0,0.44,29.0,0.12,147.0,0.58,0.0,0.0,26.0,0.1,777.0,3.08,55.6,89.9,10.1,401.0,3.61,10702.0,96.39,11103.0,169.0,1.52,190.0,1.71,29.0,0.26,2071568.41,186.58,544.0,4.9,9.0,0.08,817.0,7.36,511.0,4.76,3.67,0.93,27.37,32.08,10.22,13.25,3.33,5.3,394.0,100.0,2936.0,3441.0,1096.0,1421.0,357.0,568.0,0.4,1.1,1.6,4.7,0.7,0.8,2.8,0.6,3.7,0.7,3.7,9719.0,44.76,4813.0,22.17,1869.0,8.61,735.0,3.39,1305.0,6.01,3271.0,15.07,12990.0,59.83,8723.0,40.18,12809653.53,1153.71,56997475.19,5133.52,497425.6,44.8,11103.0,1159680368.16,937053775.58,81126.61,9706213.59,874.2,9239.0,83.21,55.0,0.0,9.60438222763238,9.628727936701155
V0H,23680497672.0,1187031.76575685,62822.0,2768977981.7,106461.33,64.3,30736.0,50.1,30618.0,49.9,1638122961.81,1607.0,6.18,2597.0,9.99,3402.0,13.08,5496.0,21.13,21383.0,82.21,4492.0,17.27,133.0,0.51,26009.0,387.0,0.63,413.0,0.67,548.0,0.89,39.0,0.06,456.0,0.74,2425.0,3.95,132.0,0.22,295.0,0.48,88.0,0.14,9.0,0.01,4931.0,8.04,47.7,92.2,7.8,3170.0,12.19,22706.0,87.3,26009.0,628.0,2.41,1330.0,5.11,92.0,0.35,5079862.26,195.31,2553.0,9.82,55.0,0.21,1811.0,6.96,1744.0,6.69,4.4,2.72,14.53,29.31,14.34,18.54,5.34,6.86,1148.0,709.0,3789.0,7644.0,3741.0,4837.0,1392.0,1789.0,0.6,1.0,1.8,4.7,1.0,1.5,2.7,1.1,3.7,1.0,3.7,28947.0,52.84,10131.0,18.49,4805.0,8.77,1700.0,3.1,4672.0,8.53,4532.0,8.27,33479.0,61.11,21308.0,38.89,37327978.05,1435.19,130840743.94,5030.59,9323363.23,358.47,26009.0,2771437259.87,2256723820.26,83443.0,30859336.35,1186.49,18804.0,72.3,81.0,0.0,9.506999391357274,9.373097991479002
V0J,559638044680.0,8262156.85849712,56706.0,2229733458.43,107841.05,55.6,27067.0,48.39,28871.0,51.61,1316245183.76,2694.0,13.03,3290.0,15.91,3443.0,16.65,4270.0,20.65,14197.0,68.66,4139.0,20.02,2340.0,11.32,20676.0,319.0,0.57,155.0,0.28,110.0,0.2,54.0,0.1,404.0,0.72,743.0,1.33,159.0,0.28,80.0,0.14,80.0,0.14,16.0,0.03,2227.0,3.98,58.7,88.9,11.1,773.0,3.74,17563.0,84.94,20676.0,563.0,2.72,925.0,4.47,61.0,0.3,3374172.98,163.19,1177.0,5.69,15.0,0.07,1859.0,8.99,819.0,3.87,3.33,1.22,8.45,41.63,17.95,17.38,3.19,4.21,704.0,258.0,1785.0,8798.0,3793.0,3673.0,675.0,889.0,-1.0,0.4,1.0,4.1,-0.2,1.0,2.6,0.5,3.6,0.3,3.7,20282.0,44.25,12331.0,26.9,2771.0,6.05,1628.0,3.55,2727.0,5.95,6096.0,13.3,26378.0,57.55,19457.0,42.45,18573406.48,898.31,76767423.73,3712.88,498122.12,24.09,20676.0,2228174435.6,1794109661.65,90258.02,14210219.91,687.28,15802.0,76.43,66.0,1.0,9.920876445526476,9.933049300060864
V0K,93528110130.0,3077901.75788668,36589.0,1468231363.48,92288.14,62.6,17502.0,48.8,18362.0,51.2,886971010.94,1203.0,7.56,1756.0,11.04,2102.0,13.21,3597.0,22.61,12640.0,79.45,2366.0,14.87,903.0,5.68,15909.0,220.0,0.61,126.0,0.35,19.0,0.05,10.0,0.03,157.0,0.44,347.0,0.97,122.0,0.34,60.0,0.17,74.0,0.21,8.0,0.02,1176.0,3.28,46.6,89.1,10.9,594.0,3.73,14412.0,90.59,15909.0,272.0,1.71,493.0,3.1,43.0,0.27,2625345.41,165.02,716.0,4.5,6.0,0.04,1396.0,8.77,617.0,4.16,3.51,1.48,11.19,38.68,14.46,18.06,4.49,5.46,520.0,220.0,1659.0,5735.0,2144.0,2677.0,666.0,809.0,1.1,1.2,2.9,4.8,1.6,1.3,2.8,1.1,3.7,0.7,3.7,14575.0,46.2,6966.0,22.08,2710.0,8.59,1191.0,3.78,2524.0,8.0,3583.0,11.36,18158.0,57.55,13391.0,42.45,17526675.91,1101.68,62263265.58,3913.71,1904399.5,119.71,15909.0,1469713942.67,1205838884.56,73053.8,11753804.21,738.81,12699.0,79.82,34.0,1.0,9.799147900182591,9.73828362751065
V0L,128264135896.0,3388887.2885409,6361.0,246414836.87,93020.68,59.3,2997.0,47.62,3296.0,52.38,155642373.71,214.0,8.08,397.0,14.99,392.0,14.8,592.0,22.35,1614.0,60.93,304.0,11.48,731.0,27.6,2649.0,6.0,0.1,38.0,0.6,17.0,0.27,7.0,0.11,13.0,0.21,30.0,0.48,23.0,0.37,16.0,0.25,14.0,0.22,0.0,0.0,229.0,3.64,48.4,86.0,14.0,18.0,0.68,1900.0,71.73,2649.0,43.0,1.62,67.0,2.53,15.0,0.57,391239.35,147.69,0.0,0.0,0.0,0.0,181.0,6.83,162.0,6.81,2.69,1.05,8.45,28.66,20.92,19.33,5.55,7.52,64.0,25.0,201.0,682.0,498.0,460.0,132.0,179.0,0.5,1.0,0.9,4.8,0.6,0.7,2.4,0.9,3.2,0.1,3.3,2059.0,38.81,1496.0,28.2,334.0,6.3,197.0,3.71,394.0,7.43,825.0,15.55,2885.0,54.38,2421.0,45.64,1927362.2,727.58,6365906.96,2403.14,55497.47,20.95,2649.0,247116039.52,204773246.05,71618.5,1466802.53,553.72,2303.0,86.94,2.0,0.0,9.841752891052952,9.762629336579428
V0M,10123718878.0,921346.72829904,14383.0,554951496.02,104214.72,59.5,6503.0,48.58,6883.0,51.42,328892757.39,575.0,10.8,707.0,13.28,739.0,13.88,1197.0,22.48,4042.0,75.91,740.0,13.9,543.0,10.2,5325.0,93.0,0.69,92.0,0.69,91.0,0.68,4.0,0.03,60.0,0.45,323.0,2.41,252.0,1.88,33.0,0.25,120.0,0.9,32.0,0.24,1128.0,8.43,52.8,91.5,8.5,626.0,11.76,4156.0,78.05,5325.0,218.0,4.09,493.0,9.26,3.0,0.06,958878.57,180.07,388.0,7.29,0.0,0.0,541.0,10.16,527.0,10.71,7.5,1.16,11.5,20.52,12.13,22.17,8.11,7.36,369.0,57.0,566.0,1010.0,597.0,1091.0,399.0,362.0,1.6,1.0,4.0,4.9,1.6,2.5,3.1,2.1,4.0,1.9,4.0,5366.0,47.47,2626.0,23.23,855.0,7.56,421.0,3.72,776.0,6.86,1259.0,11.14,6625.0,58.61,4678.0,41.38,8079360.51,1517.25,28535187.99,5358.72,981470.14,184.31,5325.0,554925749.73,457165817.24,84544.6,4684914.88,879.8,3621.0,68.0,11.0,0.0,9.287888009738284,9.233110164333535
V0N,53776143408.0,6435775.13653987,66133.0,3260017715.02,119257.23,58.7,32514.0,49.69,32917.0,50.31,1808329939.75,2444.0,8.94,4495.0,16.44,4540.0,16.61,5139.0,18.8,20747.0,75.9,5765.0,21.09,824.0,3.01,27336.0,380.0,0.58,755.0,1.15,473.0,0.72,3.0,0.0,673.0,1.03,764.0,1.17,197.0,0.3,664.0,1.01,233.0,0.36,57.0,0.09,4415.0,6.75,60.3,93.2,6.8,2291.0,8.38,24221.0,88.6,27336.0,1063.0,3.89,1801.0,6.59,61.0,0.22,4958493.75,181.39,1672.0,6.12,22.0,0.08,957.0,3.5,1478.0,5.92,4.52,5.22,9.62,32.61,16.39,17.87,6.53,6.54,1128.0,1302.0,2400.0,8136.0,4090.0,4458.0,1630.0,1633.0,2.7,0.5,4.4,4.3,3.1,2.0,2.6,1.7,3.6,1.1,3.7,24667.0,43.41,13675.0,24.07,4780.0,8.41,1759.0,3.1,3223.0,5.67,8717.0,15.34,33384.0,58.75,23437.0,41.25,46948229.07,1717.45,175549905.88,6421.93,6660872.49,243.67,27336.0,3262701917.97,2550540293.42,90424.52,26104635.2,954.95,20278.0,74.18,78.0,2.0,9.659160073037128,9.890444309190505
